,product_name,user_rating,product_review
1382,Devil Dancer,4.76,drinking this triple ipa with my boys keith and greg on the patio on a hot summer night in dallas brings back great memories. so dank and so dirty. like the pine tar from george brett’s bat mixed with the sweat from a neanderthal woman. physically and psychologically one of my favorite dirty bird beers ever. i love you founders.
1383,Devil Dancer,3.96,12oz bottle courtesy of whyteboar. according to the stamp on the rear label this was bottled on january 16 2020. perhaps not ideal for a normal ipa but as the same rear label makes clear this aint no normal ipa as it clocks in at a fierce 12% abv!  poured into a tulip-shaped hybrid glass (dont know what else to call it) this was a dark amber color taking on a rubyish hue when held up to light. about an inch or so of beige colored foam was present as head and left a decent amount of lace for such a strong beer.  nose was of herbal grassy hops bready malts plus a little bit of band aid type aroma. as it warms it gets a bit boozy.  more promising in the flavor department than in the nose. grapefruity piney peppery and bready - this is a big beer that makes a big impact on the taste buds. quite a bit of alcohol heat is present. unsurprisingly for a triple ipa from the midwest there\s a massive malt backbone so for the hops to stand out as much as they do there must have been an ungodly amount used.  medium to full body with a coating resiny almost syrupy mouthfeel.  this is a beast! i imagine this is a beer that is very expensive to make and get why its not widely distributed at this point. enjoyed this in the middle of the afternoon on a day with no commitments outside the home and thats probably for the best! thank you for getting this to me craig! its one ive long been wanting to try!
1384,ApriHop,2.38,the hops drown out any apricot flavor this stuff is horrible.
1385,ApriHop,4.71,one of my favorite beers ever the dark almost caramel flavor of the apricot is a much better compliment to the ipa style that you might think. a perfectly balanced beer and a great pickup if you can find it.
1386,Grey Monday,4.31,2021 vintage  i’m an absolute sucker for hazelnuts in a stout and when i see that the bruery has one it’s an instant buy. plus it’s also another top 250 list tick. this is a big ass bottle that i’ll likely be attacking all night so let’s stop wasting time and get right into it  pours a very dark brown with 2 fingers of light tan head that quickly fades to a ring and leaves minimal lacing  right off the jump there isn’t much hazelnut present in the nose but it’s still interesting nonetheless. i’m picking up on aromas of molasses earthy bourbon peat smoke sea salt cocoa powder toasted hazelnut dry oak light vanilla and raisin  the hazelnuts definitely express a bit more in taste though they still aren’t exactly at the forefront. on the front end of the sip i’m tasting cocoa powder earthy bourbon toasted hazelnut toasted oak black cherry burnt caramel vanilla sea salt and smoky tobacco. the swallow brings notes of dark chocolate earthy bourbon toasted hazelnut sea salt peat smoke sea salt molasses dry oak burnt caramel and light vanilla  a medium body pairs with gentle carbonation resulting in a slick beer. finishes mostly dry and drinks significantly below its abv. like literally less than half and that’s easily the most impressive part of this one  i struggle with this one. it’s definitely not top 250 material and the adjunct isn’t really the star but on the other hand it’s (dangerously) drinkable and pretty unique. worth a shot for sure
1387,Grey Monday,4.2,750ml bottle 2021 edition sent to new society members under their new nationwide shipping policy. very little difference from the base black tuesday if im honest having had regular bt many times but this being my first grey monday. that means its excellent but the hazelnut treatment is pretty muted at this point (if it was ever more prominent) yielding a slight generic nuttiness with a touch of additional sweetness. its not nutella thats for sure. it also suffers the same shortcomings of the standard bt being very thin on mouthfeel for the ultra-high abv and pretty hot on bourbon heat once it warms up a bit.
1388,Grey Monday,3.76,pours a very dark brown though with moderate light clarity on the edges. fizzy cola head that quickly dissipates to a thin ring. nose has a hint of hazelnuts right off the bat before giving way to big waves of whiskey and rum molasses dark soy sauce barley oyster sauce and vanilla. flavor is a little tough to place. heat - both warming booze and sharp ethanol - pop right away. there\s significant salinity that\s different from black tuesday - less deep blackstrap molasses more brackish sea spray or even oysters. malts soy sauce black licorice are there but with less intensity than bt. the nuts come forward as it warms and though it\s hard to definitively place hazelnuts they would be a guess along with peanuts and hazelnuts - definitely nothing too fatty like a walnut. mouthfeel is remarkably thin for this kind of beer (i\d call it moderate) especially when compared to bt or a bcbs. that\s not bad per se but i think the feel contributes to the overall heat and sharpness. this was interesting - though i\m not sure i\d be keen to shell out for another bottle.
1389,Grey Monday,4.47,750 ml bottle bottled 05/31/19 19.2% abv. served in a snifter the beer pours dark brown/black with about an inch tan head that didnt stay around for too long. not much lacing either. i like the aroma the brew smells like bourbon vanilla fudge hazelnuts brown sugar and roasted malt. taste is similar to the aroma but theres the addition of some burnt/charred malt caramel and earthy/oaky flavors. its a little more roasty/bitter tasting than i was expecting but thats not a complaint by any means. all the flavors seemed well balanced with no one flavor overpowering the others. mouthfeel/body is full its slick and a bit rich with a moderate amount of carbonation. and as with most of the bruerys big beers its not as boozy as youd expect it to be. i thought this was a good overall imperial stout definitely worth trying if you get the chance!
1390,Grey Monday,4.44,2013 and drank in 2022 look - black thick syrup smell - boozy maple barrel and hazelnut taste - boozy maple hazelnut barrel feel - medium full body slight syrup very light carb overall - tasty
1391,Grey Monday,4,2018 vintage the beer pours very little head and the beer itself is a dark brown color with a bourbon like appearance.  the smell is good. it has a nice mix of a sweet alcohol note and sweet hazelnut.  the taste still has the hazelnut note but the chocolate is more forward and dominates the taste alongside the alcohol note.  the feel is good. it has a heavy body with very little carbonation and a slight burn at the end.  overall a good beer worth getting and drinking fresh instead of holding it for a while.
1392,Palma Louca Pale Pilsner,2.33,may 2011: 355 ml bottle from voldby købmandsgård denmark. i felt compelled to sample this beer - brazil is such a big country and i was kind of shameful for not having sampled any of their beers previously ... abv is 4.5%. very pale yellow colour moderate white head. sweetish sugary and grainy aroma hints of maize - but not awful. bland and dusty flavour fairly dry and thus kind of refreshing when ice cold but the bitterness is very low and there are hardly any flavour elements worth mentioning. utterly forgettable. for the sake of brazilian beer entusiasts if they exist: i do hope you have access to better beers than this!
